Date Made Public,City,State,Type of breach,Type of organization,Total Records,Year of Breach,Latitude,Longitude
5-Sep-17,Gaithersburg,Maryland,DISC,BSO,"4,000,000",2017,39.143441,-77.201371
29-Aug-17,San Diego,California,HACK,BSF,0,2017,32.908169,-117.108808
29-Aug-17,Springfield,Massachusetts,HACK,BSF,0,2017,42.101483,-72.589811
6-Sep-17,Anchorage,Alaska,HACK,GOV,0,2017,61.218056,-149.900278
7-Sep-17,Atlanta,Georgia,HACK,BSF,"145,500,000",2017,33.748995,-84.387982
14-Sep-17,Minneapolis,Minnesota,DISC,BSO,"593,328",2017,44.977753,-93.265011
16-Sep-17,Searcy,Arkansas,INSD,GOV,"26,000",2017,35.24682,-91.733685
11-Sep-17,,,HACK,BSO,0,2017,40.760537,-73.97889
8-Sep-17,Los Angeles,California,PORT,BSF,0,2017,34.052234,-118.243685
16-Sep-17,,Missouri,DISC,MED,"1,081",2017,37.964253,-91.831833
15-Sep-17,,Ohio,DISC,MED,"6,119",2017,40.417287,-82.907123
11-Sep-17,Cary,North Carolina,HACK,MED,"28,012",2017,35.79154,-78.781117
8-Sep-17,,Colorado,HACK,MED,"3,370",2017,39.550051,-105.782067
8-Sep-17,,Wisconsin,HACK,MED,"51,232",2017,40.760537,-73.97889
8-Sep-17,,Minnesota,DISC,MED,"1,074",2017,46.729553,-94.6859
7-Sep-17,,Wisconsin,DISC,EDU,"1,000",2017,43.78444,-88.787868
7-Sep-17,Tallahassee,Florida,HACK,MED,"2,000",2017,30.438256,-84.280733
5-Sep-17,,California,HACK,MED,959,2017,36.778261,-119.417932
5-Sep-17,,Nebraska,HACK,MED,"21,856",2017,41.492537,-99.901813
2-Sep-17,Tampa,Florida,HACK,MED,"7,253",2017,27.950575,-82.457178
1-Sep-17,,Alaska,HACK,MED,501,2017,40.760537,-73.97889
1-Sep-17,Simi Valley,California,HACK,MED,"12,806",2017,34.269447,-118.781482
1-Sep-17,,Arizona,HACK,MED,"11,798",2017,34.048928,-111.093731
1-Sep-17,,Florida,HACK,MED,"1,458",2017,27.664827,-81.515754
1-Sep-17,,New York,DISC,MED,"15,212",2017,40.712775,-74.005973
1-Sep-17,,Rhode Island,DISC,MED,"12,861",2017,41.580095,-71.477429
30-Aug-17,,Oklahoma,PHYS,MED,629,2017,35.007752,-97.092877
29-Aug-17,,Connecticut,DISC,MED,"11,887",2017,40.760537,-73.97889
29-Aug-17,,Delaware,HACK,MED,"19,203",2017,40.760537,-73.97889
28-Aug-17,,Texas,HACK,MED,500,2017,31.968599,-99.901813
25-Aug-17,,New York,HACK,MED,744,2017,40.712775,-74.005973
24-Aug-17,,Michigan,HACK,MED,"106,008",2017,40.760537,-73.97889
22-Aug-17,,Texas,HACK,MED,"19,114",2017,40.760537,-73.97889
18-Aug-17,San Antonio,Texas,HACK,MED,"10,198",2017,29.424122,-98.493628
18-Aug-17,,Texas,HACK,MED,"15,761",2017,40.760537,-73.97889
18-Aug-17,,Indiana,PHYS,MED,"1,272",2017,40.760537,-73.97889
20-Sep-17,Washington,District Of Columbia,HACK,GOV,0,2017,38.907192,-77.036871
8-Sep-17,San Diego,California,HACK,BSF,0,2017,32.715738,-117.161084
21-Sep-17,San Diego,California,DISC,BSO,"540,000",2017,32.715738,-117.161084
29-Mar-17,Baltimore,Maryland,HACK,MED,0,2017,39.290385,-76.612189
21-Mar-17,Itasca,Illinois,HACK,MED,0,2017,41.975029,-88.007291
17-Mar-17,Belcamp,Maryland,HACK,MED,0,2017,39.47372,-76.241345
16-Mar-17,Alexandria,Virginia,HACK,MED,0,2017,38.804836,-77.046921
15-Mar-17,Reston,Virginia,HACK,MED,0,2017,38.958631,-77.357003
9-Mar-17,Fairfax,Virginia,HACK,MED,0,2017,38.908547,-77.240515
8-Mar-17,Stephenville,Texas,HACK,MED,0,2017,38.980668,-76.3144
8-Mar-17,Fremont,California,HACK,MED,0,2017,39.287716,-76.628573
7-Feb-17,Jacksonville,Florida,HACK,MED,0,2017,30.332184,-81.655651
8-Mar-17,Albany,New York,HACK,MED,0,2017,42.740052,-73.862059
7-Mar-17,Fargo,North Dakota,HACK,MED,0,2017,39.322703,-76.545682
6-Mar-17,Wilmington,Delaware,HACK,MED,0,2017,39.725754,-75.589046
6-Mar-17,San Diego,California,PHYS,MED,0,2017,38.814497,-76.857096
6-Mar-17,New York,New York,HACK,MED,0,2017,40.712775,-74.005973
3-Mar-17,St. Louis,Missouri,HACK,MED,0,2017,38.713107,-90.42984
30-Mar-17,Colorado Springs,Colorado,HACK,MED,0,2017,38.833882,-104.821363
2-Mar-17,Glen Allen,Virginia,HACK,MED,0,2017,37.665978,-77.506374
1-Mar-17,Atlanta,Georgia,HACK,MED,0,2017,33.748995,-84.387982
28-Feb-17,Indianapolis,Indiana,HACK,MED,0,2017,39.765557,-86.160393
23-Feb-17,Scottsdale,Arizona,HACK,MED,0,2017,33.49417,-111.926052
23-Feb-17,Abbott Park,Illinois,HACK,MED,0,2017,42.304505,-87.896071
25-Sep-17,,London,HACK,BSF,0,2017,51.507351,-0.127758
20-Sep-17,Los Angeles,California,DISC,BSO,0,2017,34.052234,-118.243685
15-Sep-17,Playa del Rey,California,HACK,BSO,0,2017,33.956419,-118.442232
26-Sep-17,Oklahoma City,Oklahoma,HACK,BSO,0,2017,35.46756,-97.516428
29-Sep-17,Austin,Texas,HACK,BSR,0,2017,30.267153,-97.743061
25-Sep-17,San Jose,California,DISC,BSO,0,2017,37.338208,-121.886329
2-Oct-17,Fayetteville,Arkansas,HACK,MED,"128,000",2017,36.082156,-94.171854
5-Sep-17,New York,New York,HACK,BSO,"26,000",2017,40.712775,-74.005973
31-Aug-17,Buffalo,New York,HACK,MED,744,2017,42.886447,-78.878369
24-Aug-17,Fort Meyers,Florida,HACK,MED,"33,877",2017,26.640628,-81.872308
31-Jul-17,Indianapolis,Indiana,INSD,MED,"18,000",2017,39.768403,-86.158068
3-Nov-17,,Virginia,DISC,MED,"8,450",2017,40.760537,-73.97889
31-Oct-17,,Kansas,HACK,MED,"8,750",2017,40.760537,-73.97889
27-Oct-17,,Texas,DISC,MED,932,2017,40.760537,-73.97889
27-Oct-17,,Florida,DISC,MED,939,2017,40.760537,-73.97889
27-Oct-17,,New York,HACK,MED,"4,624",2017,40.760537,-73.97889
27-Oct-17,,Illinois,DISC,MED,727,2017,40.760537,-73.97889
26-Oct-17,,Ohio,DISC,MED,"1,716",2017,40.760537,-73.97889
25-Oct-17,,Arizona,HACK,MED,"2,898",2017,40.760537,-73.97889
24-Oct-17,,Kentucky,DISC,MED,683,2017,40.760537,-73.97889
24-Oct-17,,Florida,PHYS,MED,"7,976",2017,40.760537,-73.97889
23-Oct-17,,Connecticut,DISC,MED,"1,506",2017,40.760537,-73.97889
21-Oct-17,,Florida,HACK,MED,689,2017,40.760537,-73.97889
20-Oct-17,,California,DISC,MED,720,2017,40.760537,-73.97889
20-Oct-17,,Tennessee,PHYS,MED,719,2017,40.760537,-73.97889
20-Oct-17,,Iowa,HACK,MED,820,2017,40.760537,-73.97889
19-Oct-17,,Maryland,DISC,MED,664,2017,40.760537,-73.97889
19-Oct-17,,Washington,PHYS,MED,"1,915",2017,40.760537,-73.97889
17-Oct-17,,Massachusetts,DISC,MED,"1,469",2017,40.760537,-73.97889
16-Oct-17,,North Carolina,DISC,MED,"1,551",2017,40.760537,-73.97889
13-Oct-17,,Virginia,PHYS,MED,"5,806",2017,40.760537,-73.97889
13-Oct-17,,Rhode Island,PHYS,MED,836,2017,40.760537,-73.97889
12-Oct-17,,Missouri,HACK,MED,"1,617",2017,40.760537,-73.97889
12-Oct-17,,New York,DISC,MED,"2,493",2017,40.760537,-73.97889
9-Oct-17,,Georgia,HACK,MED,"1,300",2017,40.760537,-73.97889
9-Oct-17,,Alabama,DISC,MED,550,2017,40.760537,-73.97889
6-Oct-17,,Massachusetts,DISC,MED,"1,715",2017,40.760537,-73.97889
3-Oct-17,,Maryland,HACK,MED,"16,562",2017,40.760537,-73.97889
2-Oct-17,,Louisiana,DISC,MED,"1,200",2017,40.760537,-73.97889
29-Sep-17,,New York,DISC,MED,"6,231",2017,40.760537,-73.97889
29-Sep-17,,Wisconsin,HACK,MED,"12,789",2017,40.760537,-73.97889
28-Sep-17,,Illinois,DISC,MED,"10,500",2017,40.760537,-73.97889
27-Sep-17,,Texas,HACK,MED,"8,352",2017,40.760537,-73.97889
26-Sep-17,,Texas,DISC,MED,653,2017,40.760537,-73.97889
26-Sep-17,,Texas,HACK,MED,"1,069",2017,40.760537,-73.97889
25-Sep-17,,Texas,DISC,MED,"1,359",2017,40.760537,-73.97889
22-Sep-17,,Louisiana,DISC,MED,"1,140",2017,40.760537,-73.97889
20-Sep-17,,Washington,PHYS,MED,"3,275",2017,40.760537,-73.97889
20-Sep-17,,Oklahoma,PHYS,MED,"13,004",2017,40.760537,-73.97889
19-Sep-17,,Washington,DISC,MED,"1,969",2017,40.760537,-73.97889
18-Sep-17,,Minnesota,DISC,MED,939,2017,40.760537,-73.97889
18-Sep-17,,Illinois,PHYS,MED,"1,594",2017,40.760537,-73.97889
18-Sep-17,,New Jersey,HACK,MED,"1,800",2017,40.760537,-73.97889
16-Oct-17,San Francisco,California,HACK,BSO,"8,000,000",2017,37.77493,-122.419416
8-Nov-17,,Connecticut,DISC,MED,0,2017,40.760537,-73.97889
11-Nov-17,Hong Kong,,PHYS,BSO,0,2017,22.396428,114.109497
17-Nov-17,Williamsport,Pennsylvania,HACK,MED,"1,200",2017,41.24119,-77.001079
17-Nov-17,Los Angeles,California,HACK,BSR,0,2017,34.052234,-118.243685
18-Nov-17,Wauwatosa,Wisconsin,HACK,MED,"9,500",2017,43.049457,-88.007588
13-Nov-17,Augusta,Maine,DISC,GOV,"2,100",2017,33.473498,-82.010515
17-Nov-17,Plano,Texas,HACK,BSO,"60,000",2017,33.074711,-96.835125
16-Nov-17,Chicago,Illinois,HACK,BSO,0,2017,41.878114,-87.629798
12-Oct-17,Houston,Texas,HACK,BSO,"69,600,000",2017,29.760427,-95.369803
16-Oct-17,St. Paul,Minnesota,HACK,BSF,"127,310",2017,44.953703,-93.089958
19-May-17,Camp Hill,Pennsylvania,HACK,BSR,0,2017,40.239812,-76.919974
24-Oct-17,New York,New York,DISC,BSO,"2,000,000",2017,40.712775,-74.005973
21-Nov-17,San Francisco,California,HACK,BSO,"57,000,000",2017,37.77493,-122.419416
27-Nov-17,San Francisco,California,HACK,BSO,"1,700,000",2014,37.77493,-122.419416
27-Nov-17,Bellevue,Washington,HACK,BSO,0,2017,47.61015,-122.201516
21-Nov-17,Irvine,California,HACK,BSO,0,2014,33.696361,-117.838988
27-Nov-17,Chicago,Illinois,HACK,BSO,0,2017,41.878114,-87.629798
17-Nov-17,Costa Mesa,California,HACK,BSO,0,2017,33.641216,-117.918822
17-Nov-17,San Francisco,California,DISC,EDU,0,2017,37.77493,-122.419416
16-Nov-17,San Ramon,California,HACK,BSO,0,2017,37.772317,-121.944562
15-Nov-17,Irving,Texas,PHYS,BSO,0,2017,32.814018,-96.948895
15-Nov-17,Napa Valley,California,HACK,BSO,0,2017,38.502469,-122.265389
15-Nov-17,New York,New York,HACK,BSO,0,2017,40.712775,-74.005973
14-Nov-17,New York,New York,HACK,BSO,0,2017,40.712775,-74.005973
14-Nov-17,Bakersfield,California,DISC,EDU,0,2017,35.373292,-119.018713
13-Nov-17,Los Angeles,California,DISC,GOV,0,2017,34.052234,-118.243685
13-Nov-17,Chesterfield,Missouri,HACK,BSO,0,2017,38.603599,-90.701027
13-Nov-17,Northridge,California,PHYS,BSF,0,2017,34.249919,-118.503187
9-Nov-17,San Diego,California,DISC,BSO,0,2017,32.715738,-117.161084
9-Nov-17,Orange,California,PHYS,EDU,0,2017,33.79282,-117.853717
9-Nov-17,Austin,Texas,HACK,BSO,0,2017,30.267153,-97.743061
3-Nov-17,Pleasanton,California,HACK,BSO,"4,844",2017,37.662431,-121.874679
2-Nov-17,Neenah,Wisconsin,HACK,BSO,0,2017,44.202681,-88.518434
30-Oct-17,New York,New York,HACK,BSO,0,2017,40.712775,-74.005973
27-Oct-17,Santa Cruz,California,HACK,BSF,0,2017,36.974963,-122.029292
17-Oct-17,Washington,District Of Columbia,HACK,BSF,0,2017,47.751074,-120.740139
4-Dec-17,Palo Alto,California,DISC,EDU,"10,000",2017,37.441883,-122.14302
4-Dec-17,New Brunswick,New Jersey,DISC,EDU,"1,700",2017,40.486216,-74.451819
28-Nov-17,,Massachusetts,DISC,MED,"2,146",2017,37.09024,-95.712891
21-Nov-17,,Kentucky,DISC,MED,"5,764",2017,37.09024,-95.712891
17-Nov-17,,Florida,PHYS,MED,500,2017,37.09024,-95.712891
17-Nov-17,,Wisconsin,HACK,EDU,"9,500",2017,37.09024,-95.712891
16-Nov-17,,Colorado,PHYS,MED,909,2017,37.09024,-95.712891
15-Nov-17,,Pennsylvania,HACK,MED,"1,208",2017,37.09024,-95.712891
14-Nov-17,,Massachusetts,HACK,MED,"7,000",2017,37.09024,-95.712891
13-Nov-17,,Colorado,PHYS,MED,"1,850",2017,37.09024,-95.712891
10-Nov-17,,Massachusetts,DISC,MED,769,2017,37.09024,-95.712891
10-Nov-17,,New Jersey,PHYS,MED,"1,551",2017,37.09024,-95.712891
4-Dec-17,Vancouver,British Columbia,HACK,BSO,"1,600,000",2017,49.282729,-123.120738
8-Dec-17,,Ohio,DISC,MED,836,2017,37.09024,-95.712891
5-Dec-17,,Michigan,HACK,MED,"8,256",2017,37.09024,-95.712891
5-Dec-17,,Oklahoma,HACK,MED,"47,000",2017,37.09024,-95.712891
1-Dec-17,,Illinois,HACK,MED,"11,347",2017,37.09024,-95.712891
1-Dec-17,,Pennsylvania,PHYS,MED,"4,145",2017,37.09024,-95.712891
1-Dec-17,,Minnesota,HACK,MED,"3,280",2017,37.09024,-95.712891
8-Dec-17,,Ohio,DISC,MED,836,2017,37.09024,-95.712891
6-Dec-17,,Texas,HACK,MED,"1,750",2017,37.09024,-95.712891
5-Dec-17,,Michigan,HACK,MED,"8,256",2017,37.09024,-95.712891
5-Dec-17,,Oklahoma,HACK,MED,"47,000",2017,37.09024,-95.712891
1-Dec-17,,Illinois,HACK,MED,"11,347",2017,37.09024,-95.712891
1-Dec-17,,Pennsylvania,PHYS,MED,"4,145",2017,37.09024,-95.712891
1-Dec-17,,Minnesota,HACK,MED,"3,280",2017,37.09024,-95.712891
28-Nov-17,,New Jersey,HACK,MED,"16,474",2017,37.09024,-95.712891
27-Nov-17,,Alabama,PHYS,EDU,652,2017,37.09024,-95.712891
27-Nov-17,,Kentucky,HACK,MED,"32,000",2017,37.09024,-95.712891
22-Nov-17,,California,PHYS,MED,"1,303",2017,37.09024,-95.712891
21-Nov-17,,Kentucky,HACK,MED,880,2017,37.09024,-95.712891
21-Dec-17,,Florida,DISC,MED,"1,380",2017,37.09024,-95.712891
19-Dec-17,,Michigan,PHYS,MED,"1,900",2017,37.09024,-95.712891
15-Dec-17,,Georgia,DISC,MED,"24,000",2017,37.09024,-95.712891
15-Dec-17,,New Jersey,PHYS,MED,"4,600",2017,37.09024,-95.712891
15-Dec-17,,New York,PHYS,MED,"2,158",2017,37.09024,-95.712891
14-Dec-17,,Nevada,HACK,MED,"1,128",2017,37.09024,-95.712891
14-Dec-17,,Tennessee,PHYS,MED,500,2017,37.09024,-95.712891
12-Dec-17,,Texas,HACK,MED,"1,160",2017,37.09024,-95.712891
12-Dec-17,,New York,HACK,MED,"1,205",2017,37.09024,-95.712891
11-Dec-17,,Florida,DISC,EDU,"1,279",2017,37.09024,-95.712891
9-Dec-17,,Illinois,PHYS,MED,"22,000",2017,37.09024,-95.712891
28-Dec-17,,Missouri,DISC,MED,"29,579",2017,37.09024,-95.712891
27-Dec-17,,Colorado,HACK,MED,"16,238",2017,37.09024,-95.712891
22-Dec-17,,California,DISC,MED,638,2017,37.09024,-95.712891
20-Dec-17,,Oregon,HACK,MED,871,2017,37.09024,-95.712891
19-Dec-17,,California,DISC,MED,"2,189",2017,37.09024,-95.712891
19-Dec-17,,California,HACK,MED,"7,583",2017,37.09024,-95.712891
14-Dec-17,,California,HACK,MED,"4,389",2017,37.09024,-95.712891
8-Dec-17,,Iowa,DISC,MED,557,2017,37.09024,-95.712891
8-Dec-17,,North Carolina,PHYS,MED,"27,113",2017,37.09024,-95.712891
23-Dec-17,Lehi,Utah,DISC,BSR,"300,000",2017,40.391617,-111.850766
8-Jan-18,King of Prussia,Pennsylvania,PORT,MED,"1,000",2017,40.101286,-75.383553
5-Jan-18,Menlo Park,California,PHYS,BSF,0,2017,37.45296,-122.181725
5-Jan-18,Bethlehem,Pennsylvania,HACK,BSR,"3,982",2017,40.625932,-75.370458
5-Jan-18,Los Angeles,California,HACK,BSR,0,2017,34.052234,-118.243685
28-Dec-17,Los Angeles,California,HACK,BSR,0,2017,34.052234,-118.243685
18-Dec-17,,,DISC,MED,0,2017,37.09024,-95.712891
28-Dec-17,Chicago,Illinois,HACK,BSO,0,2017,41.878114,-87.629798
28-Dec-17,San Diego,California,DISC,NGO,0,2017,32.715738,-117.161084
11-Jan-18,Portland,Oregon,PHYS,BSR,250,2017,45.523062,-122.676482
15-Jan-18,,,CARD,BSR,"2,000,000",2017,37.09024,-95.712891
3-Jan-18,,,HACK,BSF,263,2017,37.09024,-95.712891
15-Jan-18,,Wyoming,DISC,MED,607,2018,37.09024,-95.712891
8-Jan-18,,Massachusetts,PHYS,MED,"9,387",2018,37.09024,-95.712891
5-Jan-18,,Florida,HACK,MED,"30,000",2018,37.09024,-95.712891
5-Jan-18,,Oklahoma,HACK,EDU,"279,865",2018,37.09024,-95.712891
2-Jan-18,,Pennsylvania,PHYS,MED,"1,050",2018,37.09024,-95.712891
10-Jan-18,Concord,New Hampshire,HACK,BSR,"1,208",2016,43.208137,-71.537572
22-Jan-18,Jefferson County,Mississippi,HACK,EDU,663,2016,39.58003,-105.266293
19-Jan-18,Apple Valley,Minnesota,HACK,EDU,52,2017,34.500831,-117.185876
19-Jan-18,Shenzhen,Guangdong,HACK,BSR,"40,000",2017,22.543096,114.057865
25-Jan-18,,Utah,PHYS,MED,"1,123",2018,37.09024,-95.712891
23-Jan-18,,Illinois,DISC,MED,634,2018,37.09024,-95.712891
22-Jan-18,,Ohio,DISC,MED,"4,586",2018,37.09024,-95.712891
19-Jan-18,,Maryland,HACK,MED,"5,228",2018,37.09024,-95.712891
18-Jan-18,,Nevada,HACK,MED,"1,021",2018,37.09024,-95.712891
12-Jan-18,,Washington,PHYS,MED,842,2018,37.09024,-95.712891
12-Jan-18,,California,DISC,MED,917,2018,37.09024,-95.712891
12-Jan-18,,Kentucky,HACK,MED,"53,173",2018,37.09024,-95.712891
9-Jan-18,,California,DISC,MED,800,2018,37.09024,-95.712891
8-Jan-18,,California,DISC,MED,"1,309",2018,37.09024,-95.712891
1-Feb-18,,District Of Columbia,HACK,GOV,"246,167",2017,37.09024,-95.712891
24-Jan-18,,Maine,CARD,BSR,1,2017,37.09024,-95.712891
19-Jan-18,,Maine,UNKN,BSR,8,2017,37.09024,-95.712891
19-Jan-18,Rockville,Maryland,UNKN,BSR,12,2017,39.083997,-77.152758
12-Jan-18,,Maine,UNKN,MED,135,2017,37.09024,-95.712891
18-Jan-18,Powway,California,UNKN,BSO,912,2017,32.962823,-117.035865
12-Jan-18,Monticello,New York,UNKN,EDU,"2,598",2017,38.008604,-78.453199
5-Jan-18,Danvers,Massachusetts,UNKN,BSO,"1,837",2014,42.575001,-70.932122
29-Dec-17,Marlboro,Maryland,UNKN,BSO,9,2017,40.338095,-74.268729
1-Jan-18,Livonia,Michigan,UNKN,BSO,336,2014,42.36837,-83.35271
29-Jan-18,Dublin,Ohio,PHYS,MED,1,2017,40.099229,-83.114077
26-Jan-18,Portland,Oregon,PHYS,BSF,250,2017,45.523062,-122.676482
1-Feb-18,Reseda,California,PHYS,MED,1,2018,34.201114,-118.536052
24-Jan-18,,Maine,UNKN,BSR,1,2017,37.09024,-95.712891
5-Feb-18,,Michigan,PHYS,MED,544,2018,37.09024,-95.712891
2-Feb-18,,Maine,PHYS,MED,660,2018,37.09024,-95.712891
1-Feb-18,,Mississippi,HACK,MED,"1,670",2018,37.09024,-95.712891
26-Jan-18,,California,PHYS,MED,"3,202",2018,37.09024,-95.712891
26-Jan-18,,Tennessee,HACK,MED,"24,000",2018,37.09024,-95.712891
22-Jan-18,,Tennessee,HACK,MED,"1,500",2018,37.09024,-95.712891
10-Jan-18,,New Hampshire,HACK,BSR,5,2017,37.09024,-95.712891
2-Feb-18,San Diego,California,HACK,MED,500,2017,32.715738,-117.161084
2-Feb-18,,California,HACK,BSR,500,2017,37.09024,-95.712891
7-Feb-18,,California,HACK,MED,500,2017,37.09024,-95.712891
2-Feb-18,Sacramento,California,DISC,BSR,"19,501,300",2018,38.581572,-121.4944
18-Jan-18,Moscow,Idaho,HACK,EDU,257,2017,0,0
8-Feb-18,Riverside,California,DISC,EDU,1,2017,0,0
19-Jan-18,,Idaho,HACK,GOV,8,2017,37.09024,-95.712891
8-Jan-18,Dallas,Texas,DISC,BSR,402,2017,32.776664,-96.796988
8-Jan-18,Denver,Colorado,HACK,BSF,"1,280",2017,39.739236,-104.990251
5-Jan-18,Bethlehem,Pennsylvania,HACK,BSO,"18,133",2017,40.625932,-75.370458
9-Jan-18,Denver,Colorado,HACK,BSO,"11,603",2017,39.739236,-104.990251
11-Jan-18,Boston,Massachusetts,DISC,BSF,348,2017,42.360083,-71.05888
10-Jan-18,Fort Lauderdale,Florida,HACK,EDU,"44,000",2017,26.122439,-80.137317
10-Jan-18,Boonville,Indiana,DISC,MED,1,2017,38.973639,-92.743242
12-Jan-18,Chicago,Illinois,HACK,BSF,"187,788",2017,41.878114,-87.629798
12-Jan-18,Louisville,Kentucky,HACK,MED,"53,173",2017,38.252665,-85.758456
12-Jan-18,Columbus,Ohio,INSD,BSF,"2,816",2017,39.961176,-82.998794
13-Feb-18,Indianapolis,Indiana,PHYS,NGO,"20,966",2017,39.768403,-86.158068
17-Jan-18,Minneapolis,Minnesota,DISC,BSF,56,2017,44.977753,-93.265011
22-Jan-18,Indianapolis,Indiana,HACK,MED,56,2017,39.768403,-86.158068
19-Jan-18,Rockville,Maryland,HACK,NGO,"9,769",2017,39.083997,-77.152758
17-Jan-18,Indianapolis,Indiana,DISC,MED,2,2018,39.768403,-86.158068
13-Feb-18,Bremen,Indiana,DISC,MED,115,2018,33.721218,-85.145504
22-Jan-18,Atlanta,Georgia,HACK,BSR,"2,181",2017,33.748995,-84.387982
13-Feb-18,Union,New Jersey,HACK,BSO,"3,085",2017,40.69759,-74.263164
17-Jan-18,Phoenix,Arizona,HACK,NGO,"2,649",2017,33.448377,-112.074037
12-Jan-18,Evansville,Indiana,INSD,MED,4,2017,37.971559,-87.57109
25-Jan-18,Columbus,Ohio,HACK,MED,843,2017,39.961176,-82.998794
26-Jan-18,Bloomington,Minnesota,HACK,BSF,"6,020",2017,39.165325,-86.526386
26-Jan-18,Grand Rapids,Michigan,HACK,BSF,"36,840",2017,42.96336,-85.668086
23-Jan-18,Terre Haute,Indiana,DISC,MED,1,2016,39.466703,-87.413909
26-Jan-18,Apopka,Florida,HACK,BSO,239,2017,28.693408,-81.532215
23-Jan-18,Madison Heights,Michigan,HACK,BSO,346,2018,42.485869,-83.105203
5-Jan-18,Toronto,Ontario,HACK,BSF,"66,000",2017,43.653226,-79.383184
2-Jan-18,Olympia,Washington,HACK,BSO,661,2017,47.037874,-122.900695
5-Feb-18,,Massachusetts,HACK,MED,"2,450",2018,37.09024,-95.712891
5-Feb-18,,Kentucky,DISC,MED,"11,248",2018,37.09024,-95.712891
2-Feb-18,,California,HACK,MED,"6,781",2018,37.09024,-95.712891
2-Feb-18,,,DISC,MED,"36,305",2018,37.09024,-95.712891
1-Feb-18,,North Carolina,HACK,MED,925,2018,37.09024,-95.712891
29-Jan-18,,Wisconsin,DISC,MED,"4,549",2018,37.09024,-95.712891
25-Jan-18,,New Mexico,PHYS,MED,"3,677",2018,37.09024,-95.712891
18-Jan-18,,Wyoming,DISC,MED,"4,476",2018,37.09024,-95.712891
19-Feb-18,,Tennessee,DISC,BSR,"119,000",2017,37.09024,-95.712891
26-Feb-18,,Massachusetts,UNKN,GOV,"39,000",2017,37.09024,-95.712891
22-Feb-18,Fairbanks,Alaska,HACK,EDU,50,2018,0,0
21-Feb-18,,Missouri,DISC,MED,"1,000",2018,37.09024,-95.712891
10-Jan-18,Phoenix,Arizona,HACK,BSR,"1,434",2017,33.448377,-112.074037
26-Feb-18,Glen Allen,Virginia,HACK,BSF,"24,999",2017,37.665978,-77.506374
27-Feb-18,Charlottesville,Virginia,HACK,EDU,"1,882",2017,0,0
20-Feb-18,Henrico,Virginia,DISC,BSR,142,2018,37.505933,-77.332443
20-Feb-18,Baltimore,Maryland,PHYS,BSF,1,2018,39.290385,-76.612189
2-Mar-18,Atlanta,Georgia,HACK,BSF,6,2018,33.748995,-84.387982
19-Feb-18,Seattle,Washington,INSD,MED,700,2018,47.60621,-122.332071
19-Feb-18,Mount Laurel,New Jersey,HACK,BSF,109,2018,39.934002,-74.890999
16-Feb-18,Media,Pennsylvania,DISC,MED,300,2018,39.916778,-75.387693
16-Feb-18,Jemison,Alabama,HACK,MED,"6,550",2017,32.959845,-86.746652
16-Feb-18,Lisle,Illinois,DISC,BSR,253,2018,41.801141,-88.074788
16-Feb-18,Bethesda,Maryland,HACK,BSR,27,2018,38.984652,-77.094709
16-Feb-18,Bloomington,Illinois,PHYS,BSF,"1,418",2018,39.165325,-86.526386
2-Mar-18,Davis,California,HACK,BSR,158,2018,38.544907,-121.740517
15-Feb-18,Chicago,Illinois,HACK,BSF,76,2018,41.878114,-87.629798
15-Feb-18,Chicago,Illinois,HACK,BSF,76,2018,41.878114,-87.629798
15-Feb-18,St. Louis,Missouri,HACK,BSF,90,2018,38.627003,-90.199404
15-Feb-18,Goodlettsville,Tennessee,DISC,BSR,43,2018,36.323107,-86.71333
15-Feb-18,New York,New York,DISC,MED,"6,403",2018,43.299429,-74.217933
15-Feb-18,Chapel Hill,North Carolina,DISC,MED,1,2018,35.9132,-79.055845
15-Feb-18,Independence,Ohio,HACK,BSR,91,2017,39.091116,-94.415507
15-Feb-18,Springfield,Massachusetts,HACK,BSF,27,2018,42.101483,-72.589811
9-Feb-18,Baltimore,Maryland,HACK,BSF,"1,253",2018,39.290385,-76.612189
14-Feb-18,Atlanta,Georgia,HACK,BSF,"2,508",2018,33.748995,-84.387982
14-Feb-18,Palo Alto,California,PHYS,EDU,353,2018,37.441883,-122.14302
14-Feb-18,Chicago,Illinois,HACK,BSF,"19,438",2017,41.878114,-87.629798
14-Feb-18,Summerville,South Carolina,DISC,BSR,67,2017,33.018504,-80.175648
14-Feb-18,Chesapeake,Virginia,DISC,BSR,7,2018,36.768209,-76.287493
14-Feb-18,Chesapeake,Virginia,DISC,BSR,53,2018,36.768209,-76.287493
14-Feb-18,Cheboygan,Michigan,HACK,BSR,244,2017,45.646956,-84.47448
14-Feb-18,Trenton,New Jersey,HACK,EDU,557,2018,40.217053,-74.742938
13-Feb-18,Rockville,Maryland,DISC,BSR,137,2018,39.083997,-77.152758
13-Feb-18,Union,New Jersey,INSD,BSR,139,2018,40.69759,-74.263164
13-Feb-18,Central Islip,New York,DISC,EDU,"1,362",2018,40.790654,-73.201781
13-Feb-18,Hickory,North Carolina,DISC,MED,10,2018,35.734454,-81.344457
13-Feb-18,Marietta,Ohio,HACK,BSR,"2,450",2018,33.952602,-84.549933
13-Feb-18,Des Moines,Iowa,DISC,BSF,1,2018,41.600545,-93.609106
13-Feb-18,Onancock,Virginia,HACK,MED,287,2018,37.711797,-75.749097
