Date Made Public,City,State,Type of breach,Type of organization,Total Records,Year of Breach,Latitude,Longitude
4-Aug-16,Urbana,Illinois,DISC,MED,"1,185",2016,40.110588,-88.20727
29-Aug-16,"Mount Hope, Bronx",New York,PHYS,EDU,0,2016,40.848886,-73.905119
26-Aug-16,Austin,Texas,HACK,BSO,"50,000",2016,30.267153,-97.743061
31-Aug-16,Raleigh,North Carolina,HACK,BSO,0,2016,35.865794,-78.588754
1-Sep-16,Portland,Oregon,PORT,BSF,0,2016,45.523062,-122.676482
4-Feb-16,Milwaukee,Wisconsin,PORT,BSF,0,2016,43.039231,-87.902089
8-Feb-16,Baja,California,HACK,BSF,0,2016,33.632791,-117.881401
3-May-16,San Francisco,California,HACK,BSF,0,2016,37.77493,-122.419416
7-Dec-15,Cobleskill ,New York,HACK,BSO,0,2015,42.681715,-74.478637
30-Aug-16,Springfield,Illinois,HACK,GOV,"200,000",2016,39.774346,-89.670185
30-Aug-16,Phoenix,Arizona,HACK,GOV,0,2016,33.448116,-112.09703
5-Sep-16,Nashville,Tennessee,HACK,BSO,0,2016,36.162664,-86.781602
6-Sep-16,,Quebec,HACK,BSO,"800,000",2016,46.341655,-72.539524
2-Sep-16,Kirkland,Washington,HACK,BSO,0,2016,47.681488,-122.208735
1-Dec-15,Baltimore,Maryland,DISC,GOV,0,2015,39.29127,-76.614337
22-Dec-15,Fairfax,Virginia,HACK,BSO,0,2015,38.861584,-77.303537
18-Dec-15,Crawfordsville,Indiana,HACK,EDU,49,2015,40.041154,-86.874452
31-Dec-15,Hunt Valley,Maryland,DISC,BSF,389,2015,39.48658,-76.657094
28-Dec-15,Louisville,Colorado,PHYS,BSF,0,2015,38.252665,-85.758456
24-Dec-15,Olivette,Missouri,HACK,BSO,0,2015,38.680224,-90.374674
24-Dec-15,Long Beach,California,HACK,BSO,0,2015,33.812857,-118.169608
23-Dec-15,Mount Airy,North Carolina,HACK,BSO,0,2015,36.499301,-80.607286
8-Sep-16,Abilene,Texas,HACK,BSO,"2,000",2016,32.448736,-99.733144
12-Sep-16,Providence,Rhode Island,HACK,MED,0,2016,41.823989,-71.412834
9-Sep-16,New York,New York,HACK,BSO,0,2016,40.741048,-73.991429
11-Sep-16,Los Banos,California,PHYS,MED,0,2016,37.064074,-120.85931
11-Sep-16,Sonora,California,HACK,BSF,45,2016,37.97271,-120.367302
3-Aug-16,Yuba City,California,HACK,MED,0,2016,39.140448,-121.616911
11-Sep-16,Sonora,California,HACK,MED,0,2016,37.98295,-120.382172
18-Dec-15,Houston,Texas,PORT,BSO,0,2016,29.71459,-95.498955
18-Dec-15,St. Paul,Minnesota,DISC,BSF,0,2015,44.94895,-93.091347
16-Dec-15,Sevierville,Tennessee,HACK,BSO,0,2015,35.894666,-83.585021
15-Dec-15,Jacksonville ,Florida,PHYS,BSO,3,2015,30.332184,-81.655651
14-Sep-16,Hamstead,North Carolina,HACK,BSO,"6,600,000",2016,40.096947,-82.917211
1-Sep-16,New York,New York,HACK,GOV,"21,880",2017,40.712784,-74.005941
13-Sep-16,New York,New York,HACK,MED,"22,000",2016,40.712784,-74.005941
13-Sep-16,Montreal,Quebec,HACK,BSO,4,2016,45.501689,-73.567256
9-Sep-16,Sacramento,California,PORT,MED,"1,400",2016,38.581572,-121.4944
2-Sep-16,Milwaukee,Wisconsin,HACK,MED,"3,179",2016,43.043851,-88.022186
19-Sep-16,Coppel,Texas,HACK,BSO,0,2016,32.955707,-97.025269
9-Sep-16,Ashland,Oregon,DISC,MED,"2,400",2016,37.757679,-77.478967
9-Sep-16,Fort Benning,Georgia,PHYS,MED,"1,000",2016,32.374819,-84.933569
22-Sep-16,Sunnyvale,California,HACK,BSO,"500,000,000",2016,37.36883,-122.03635
26-Sep-16,New Haven,Connecticut,INSD,MED,20,2016,41.304544,-72.935795
16-Sep-16,Chico,California,HACK,BSO,0,2016,39.725493,-121.833284
19-Sep-16,Dallas,Texas,HACK,BSO,0,2016,32.78548,-96.7983
19-Sep-16,Dresher,Pennsylvania,DISC,BSF,0,2016,40.156292,-75.147791
19-Sep-16,Arlington,Texas,HACK,BSO,0,2016,38.87997,-77.10677
12-Oct-16,Los Angeles,California,HACK,MED,0,2016,34.061963,-118.20142
22-Sep-16,Napa Valley,California,PHYS,MED,0,2016,38.427432,-122.39433
21-Sep-16,San Francisco,California,HACK,BSF,0,2016,37.755626,-122.418512
21-Sep-16,Redwood City,California,HACK,BSO,0,2016,37.510861,-122.201337
12-Oct-16,Fort Wayne,Indiana,HACK,BSO,0,2016,41.122209,-85.171407
22-Sep-16,Woodland Hills,California,INSD,BSF,0,2016,34.180027,-118.596946
23-Sep-16,Susanville,California,HACK,MED,0,2016,40.40971,-120.665419
23-Sep-16,Palo Alto,California,HACK,BSO,0,2016,37.441883,-122.14302
26-Sep-16,West Palm Beach,Florida,HACK,BSO,0,2016,26.697285,-80.075277
29-Sep-16,Vallejo,California,UNKN,GOV,0,2016,38.104086,-122.256637
5-Oct-16,Oakland,California,DISC,NGO,0,2016,37.803685,-122.27534
5-Oct-16,San Francisco,California,DISC,BSO,0,2016,37.784005,-122.421708
7-Oct-16,Tulsa,Oklahoma,HACK,MED,"2,938",2016,36.153982,-95.992775
7-Oct-16,Arlington,Illinois,DISC,MED,540,2016,42.067357,-87.993577
5-Oct-16,Moutain Home,Arkansas,DISC,MED,"2,124",2016,36.34295,-92.394419
4-Oct-16,San Diego,California,DISC,MED,"1,987",2016,32.90077,-117.108678
4-Oct-16,Prescott,Arizona,HACK,MED,"14,236",2016,34.561147,-112.488832
30-Sep-16,Madison,Wisconsin,DISC,MED,"6,923",2016,43.076393,-89.432172
14-Oct-16,Denton ,Texas,HACK,MED,0,2016,33.174024,-97.086342
5-Aug-16,Novato,California,HACK,MED,0,2016,38.125145,-122.56939
14-Oct-16,Orange,California,PORT,MED,0,2016,33.782593,-117.89559
14-Oct-16,Wilmington,Delaware,HACK,BSO,0,2016,39.754538,-75.627306
14-Oct-16,Manchester,Indiana,HACK,MED,"1,466",2016,41.005554,-85.773784
3-Oct-16,Arlington,Texas,HACK,MED,"33,698",2016,32.764746,-97.074918
17-Oct-16,La Mesa,California,HACK,BSF,0,2016,32.771858,-117.031912
14-Oct-16,South Bend,Indiana,PORT,MED,"7,242",2016,41.675711,-86.251455
19-Oct-16,Pottstown,Pennsylvania,HACK,BSO,0,2016,40.255599,-75.669365
20-Oct-16,San Francisco,California,HACK,BSO,"43,430,300",2016,37.77493,-122.419416
21-Oct-16,San Francisco,California,HACK,BSO,"22,535,000",2016,37.77493,-122.419416
21-Oct-16,Manchester,New Hampshire,HACK,BSO,0,2016,42.996002,-71.467137
21-Oct-16,Alexandria,Virginia,DISC,BSO,336,2016,38.804836,-77.046921
21-Oct-16,Orlando,Florida,PHYS,MED,"6,000",2016,28.538336,-81.379237
8-Oct-16,Seattle,Washington,HACK,MED,0,2016,47.60621,-122.332071
21-Oct-16,Springfield,Massachusetts,HACK,MED,"13,000",2016,37.208957,-93.292299
21-Oct-16,Middleton,New York,HACK,GOV,0,2016,43.097217,-89.504288
20-Oct-16,Montreal,Quebec,HACK,BSO,0,2016,45.501689,-73.567256
21-Oct-16,Springfield,Massachusetts,HACK,MED,"13,112",2016,37.208957,-93.292299
12-Oct-16,Shelbyville,Tennessee,DISC,MED,862,2016,39.521437,-85.776924
7-Oct-16,Simi Valley,California,DISC,MED,"2,245",2016,34.280471,-118.741188
30-Sep-16,Oxford,Mississippi,HACK,MED,"64,000",2016,34.366495,-89.519248
29-Sep-16,Memphis,Tennessee,PORT,MED,"9,624",2016,35.03738,-89.936314
28-Oct-16,Washington,District Of Columbia,INSD,GOV,"10,000",2016,38.907192,-77.036871
24-Oct-16,San Jose,California,DISC,MED,0,2016,37.338208,-121.886329
25-Oct-16,San Jose,California,DISC,BSO,0,2016,37.338208,-121.886329
28-Oct-16,Culver City,California,HACK,BSO,0,2016,34.006551,-118.392735
30-Oct-16,Greenbrae,California,HACK,MED,0,2016,37.944689,-122.536252
24-Oct-16,St. Joseph,Missouri,HACK,MED,"3,364",2016,39.798214,-94.818146
20-Oct-16,Reno,Nevada,PHYS,MED,"3,000",2016,39.475834,-119.797161
20-Oct-16,Tavares,Florida,HACK,MED,"3,000",2016,28.804158,-81.725632
29-Sep-16,San Juan,New Mexico,HACK,MED,500,2016,26.189241,-98.155287
28-Sep-16,Thomasville,Georgia,DISC,MED,"10,981",2016,30.847221,-83.946862
26-Sep-16,San Rafael,California,HACK,MED,"2,933",2016,38.004557,-122.537977
27-Sep-16,Greenbrae,California,HACK,MED,"2,292",2016,37.943223,-122.518046
23-Sep-16,Seattle,Washington,DISC,MED,668,2016,47.60621,-122.332071
23-Sep-16,Hopkinsville,Kentucky,HACK,MED,"1,500",2016,36.861113,-87.495548
22-Sep-16,Chatham,New Jersey,HACK,MED,"28,000",2016,40.73958,-74.373492
21-Sep-16,Lansing,Michigan,DISC,MED,"1,000",2016,42.732535,-84.555535
20-Sep-16,Ventura,California,DISC,MED,777,2016,34.274646,-119.229032
19-Sep-16,Schnecksville,Pennsylvania,PHYS,MED,"1,456",2016,40.659019,-75.598188
15-Sep-16,Hilton Head,South Carolina,DISC,MED,812,2016,32.216316,-80.752608
13-Sep-16,King of Prussia,Pennsylvania,HACK,MED,"16,228",2016,40.096625,-75.39299
12-Sep-16,Merced,California,PHYS,MED,"2,029",2016,37.064074,-120.85931
9-Sep-16,Montgomery,Alabama,DISC,MED,"1,349",2016,32.374812,-86.298872
8-Sep-16,Baltimore,Maryland,HACK,MED,860,2016,39.313713,-76.6178
2-Sep-16,Santa Cruz,California,DISC,MED,"25,000",2016,36.974117,-122.030796
31-Aug-16,Plano,Texas,PHYS,MED,625,2016,33.041344,-96.830798
30-Aug-16,Portland,Oregon,HACK,MED,"1,980",2016,45.479556,-122.694929
30-Aug-16,Los Angeles,California,PHYS,MED,743,2016,34.052234,-118.243685
26-Aug-16,Yakima,Washington,DISC,MED,"10,700",2016,46.59306,-120.523795
23-Aug-16,Independence,Kentucky,DISC,MED,674,2016,38.941921,-84.533241
18-Aug-16,Oak Park,Illinois,HACK,MED,688,2016,41.878973,-87.778851
15-Aug-16,New York,New York,HACK,MED,"21,880",2016,40.712784,-74.005941
20-Jul-16,Houston,Texas,DISC,MED,"12,061",2016,29.713813,-95.396382
20-Jul-16,Columbia,Maryland,HACK,MED,"4,831",2016,34.00071,-81.034814
14-Jun-16,Austin,Texas,PHYS,MED,600,2016,30.267153,-97.743061
10-Jun-16,Warren,Ohio,HACK,MED,"6,441",2016,41.26511,-80.774978
8-Nov-16,New York,New York,HACK,EDU,"1,000",2016,40.712784,-74.005941
8-Nov-16,Mason City,Iowa,DISC,BSO,0,2016,43.146771,-93.259245
3-Nov-16,Lexington,North Carolina,HACK,BSO,0,2016,35.829288,-80.271161
16-Nov-16,Sunnyvale,California,HACK,BSO,"412,000,000",2016,37.407315,-122.017311
4-Nov-16,Escondido,California,PHYS,BSO,0,2016,33.119207,-117.086421
4-Nov-16,Escondido,California,PHYS,BSO,0,2016,33.119207,-117.086421
6-Nov-16,Mountain View,California,HACK,BSO,0,2016,37.386052,-122.083851
9-Nov-16,Ballwin,Missouri,HACK,BSO,0,2016,38.597939,-90.491684
9-Nov-16,Irvington,New York,HACK,BSO,0,2016,40.726325,-74.228644
10-Nov-16,Irvine,California,HACK,BSF,0,2016,33.702398,-117.852854
17-Nov-16,Watsonville,California,DISC,MED,0,2016,36.910231,-121.756895
17-Nov-16,West Chester,Pennsylvania,DISC,BSO,0,2016,39.960664,-75.605488
14-Nov-16,Lebanon,Pennsylvania,PORT,MED,537,2016,40.313756,-76.413309
20-Nov-16,Washington,District Of Columbia,INSD,GOV,"28,200,000",2016,38.907192,-77.036871
18-Nov-16,East Lansing,Michigan,HACK,EDU,"400,000",2016,42.719835,-84.494251
18-Nov-16,Marin,California,HACK,MED,0,2016,38.083403,-122.763304
18-Nov-16,Geneseo,Illinois,HACK,BSO,0,2016,41.447036,-90.16126
21-Nov-16,Represa,California,DISC,GOV,0,2016,38.683803,-121.159335
23-Nov-16,Washington,District Of Columbia,DISC,GOV,"134,386",2016,38.907192,-77.036871
22-Nov-16,New York,New York,HACK,BSO,0,2016,40.712784,-74.005941
23-Nov-16,,Grand Bahama,HACK,BSO,0,2016,26.659447,-78.52065
22-Nov-16,Rome ,Georgia,PHYS,MED,600,2016,34.257038,-85.164673
30-Nov-16,Mountain View,California,HACK,BSO,"1,000,000",2016,37.386052,-122.083851
29-Nov-16,Lincolnshire,Illinois,HACK,BSO,"2,892",2016,42.190025,-87.908404
29-Nov-16,Santa Barbara,California,PORT,BSF,0,2016,34.419289,-119.699383
30-Nov-16,New York,New York,DISC,BSF,0,2016,40.703192,-74.009368
30-Nov-16,Waukesha,Wisconsin,HACK,BSO,0,2016,43.031364,-88.17251
2-Dec-16,San Jose,California,DISC,EDU,0,2016,37.338208,-121.886329
6-Dec-16,West Covina,California,HACK,MED,0,2016,34.067295,-117.924924
5-Dec-16,Cranston,Rhode Island,PHYS,BSO,626,2016,41.779823,-71.43728
30-Nov-16,Seguin,Texas,HACK,MED,"29,969",2016,29.568841,-97.964727
30-Nov-16,Metairie,Louisiana,HACK,MED,"8,000",2016,30.011859,-90.1542
9-Dec-16,Los Angeles,California,DISC,BSF,0,2016,34.052234,-118.243685
12-Dec-16,Madison,New Jersey,HACK,MED,"34,000",2016,40.770313,-74.438844
7-Dec-16,Bellevue,Washington,DISC,BSO,0,2016,47.576611,-122.167383
12-May-16,Hollywood,California,DISC,BSO,0,2016,34.092809,-118.328661
7-Dec-16,Houston,Texas,DISC,MED,"6,800",2016,29.936628,-95.443427
5-Dec-16,Hillsborough Township,New Jersey,HACK,MED,"4,277",2016,40.500977,-74.637921
28-Nov-16,Glendale,California,HACK,MED,528,2016,34.150322,-118.230086
28-Nov-16,New York,New York,PHYS,MED,913,2016,43.299429,-74.217933
14-Dec-16,Sunnyvale,California,HACK,BSO,"3,000,000,000",2016,37.36883,-122.03635
13-Dec-16,Cedar Falls,Iowa,HACK,BSO,0,2016,42.534869,-92.445223
14-Dec-16,San Antonio,Texas,HACK,BSO,0,2016,29.424122,-98.493628
16-Dec-16,Washington,District Of Columbia,HACK,GOV,0,2016,38.871857,-77.056267
15-Dec-16,Washington,District Of Columbia,HACK,GOV,100,2016,47.751074,-120.740139
16-Dec-16,New York,New York,HACK,BSO,0,2016,40.712784,-74.005941
16-Dec-16,Los Angeles,California,HACK,GOV,108,2016,34.052234,-118.243685
20-Dec-16,Oakland,California,DISC,MED,0,2016,37.804364,-122.271114
20-Dec-16,Englewood,Colorado,HACK,BSF,0,2016,39.647765,-104.98776
22-Dec-16,Cheswold,Delaware,INSD,BSF,0,2016,39.221427,-75.582978
22-Dec-16,Claremont,California,PORT,EDU,0,2016,34.096676,-117.719779
31-Dec-16,Redmond,Washington,HACK,BSO,0,2016,47.708828,-122.16014
29-Dec-16,Concord,New Hampshire,INSD,MED,"15,000",2016,43.197344,-71.546616
28-Dec-16,Denham,Buckinghamshire,HACK,BSO,0,2016,51.569583,-0.493857
31-Dec-16,Brooklyn,New York,HACK,BSO,0,2016,40.656411,-74.008272
23-Nov-16,Plano,Texas,HACK,BSO,"134,386",2016,33.074279,-96.815199
14-Oct-16,Olympia,Washington,HACK,GOV,"1,700,000",2016,47.049469,-122.901976
25-Aug-16,Frankfort,Kentucky,HACK,GOV,0,2016,38.200906,-84.873284
26-Aug-16,Boise,Idaho,HACK,GOV,0,2016,43.602032,-116.186316
5-Aug-16,Washington ,District Of Columbia,PORT,GOV,"5,000,000",2016,47.751074,-120.740139
4-Jan-16,Salem,Massachusetts,HACK,BSF,315,2016,42.51954,-70.896716
11-Jan-16,Brooklyn,New York,HACK,BSO,43,2016,40.646505,-74.016238
12-Jan-16,Newton,Massachusetts,HACK,BSO,37,2016,42.337041,-71.209221
12-Jan-16,Cape Cod,Massachusetts,HACK,BSF,166,2016,41.66879,-70.296241
12-Jan-16,Boston,Massachusetts,HACK,BSF,121,2016,42.3565,-71.053368
28-Dec-16,High Point,North Carolina,HACK,BSO,"1,614",2016,35.933451,-79.977343
30-Dec-16,Cupertino,California,DISC,BSO,0,2016,37.322619,-122.016006
8-Jan-17,Cologne,Berlin,HACK,BSO,"1,503,710",2017,50.937531,6.960279
10-Jan-17,Santa Ana,California,DISC,NGO,0,2017,33.76516,-117.835264
3-Jan-17,New York,New York,DISC,MED,808,2017,40.706783,-74.005889
29-Dec-16,Brentwood,Tennessee,DISC,MED,"1,443",2016,36.032263,-86.809293
29-Dec-16,Alexandria,Minnesota,HACK,MED,"2,441",2016,45.853497,-95.392901
27-Dec-16,Cherry Hill,New Jersey,HACK,MED,"11,400",2016,39.899651,-74.966712
23-Dec-16,Goshen,New York,DISC,MED,700,2016,41.582272,-85.834438
21-Dec-16,Napoleon,Ohio,PHYS,MED,574,2016,41.408869,-84.123556
9-Jan-17,Rancho Cordova,California,HACK,BSF,0,2017,38.596462,-121.268255
12-Jan-17,Campbell,California,HACK,BSO,0,2017,37.288231,-121.935698
13-Jan-17,Los Angeles,California,PORT,MED,"3,600",2017,34.052234,-118.243685
18-Jan-17,Sacramento,California,DISC,GOV,"3,424",2016,38.581572,-121.4944
19-Jan-17,New Hyde Park,New York,HACK,BSO,"220,000",2017,40.735102,-73.687908
20-Jan-17,Lost Hills,California,PORT,MED,0,2017,35.616349,-119.694294
14-Jun-16,Yuba City,California,DISC,GOV,43,2016,39.14599,-121.638862
26-Jan-16,St. Louis,Missouri,PORT,BSF,"950,000",2016,38.627003,-90.199404
27-Jan-16,Houston,Texas,HACK,BSO,0,2016,29.808178,-95.444629
8-Feb-16,Washington,District Of Columbia,HACK,GOV,"9,000",2016,47.751074,-120.740139
26-Feb-16,Berkeley,California,HACK,EDU,"80,000",2015,37.871593,-122.272747
17-May-16,Mountain View,California,HACK,BSO,"117,000,000",2016,37.386052,-122.083851
13-May-16,New York,New York,HACK,BSO,"65,469,300",2016,40.712784,-74.005941
23-Jan-17,Ontario,California,HACK,BSO,0,2016,34.035497,-117.623141
26-Jan-17,Jersey City,New Jersey,HACK,BSO,0,2016,40.715226,-74.033716
27-Jan-17,San Diego,California,HACK,MED,0,2016,32.877956,-117.21008
27-Jan-17,Brea,California,HACK,NGO,0,2016,33.909417,-117.855691
27-Jan-17,Mountain View,California,HACK,BSF,0,2017,37.397129,-122.057617
30-Jan-17,San Marcos,California,HACK,EDU,0,2017,33.143372,-117.166145
2-Feb-17,San Francisco,California,HACK,BSO,0,2017,37.77493,-122.419416
2-Feb-17,Phoenix,Arizona,PORT,BSO,0,2017,33.510987,-112.01654
2-Feb-17,Wayne,New Jersey,HACK,BSO,0,2017,40.925373,-74.276544
3-Feb-17,San Diego,California,HACK,BSO,0,2017,32.991459,-117.080199
3-Feb-17,San Diego,California,HACK,BSF,0,2017,32.715738,-117.161084
6-Feb-17,Tysons Corner,Virginia,HACK,BSF,0,2017,38.918722,-77.231093
6-Feb-17,Redwood City,California,HACK,MED,0,2017,37.521112,-122.254753
31-Jan-17,Columbus,Ohio,DISC,MED,955,2017,40.113386,-82.988829
13-Feb-17,Peoria,Illinois,DISC,BSO,0,2017,40.789161,-89.63206
9-Feb-17,Atlanta,Georgia,HACK,BSR,"335,000",2017,33.748995,-84.387982
3-Feb-17,,Buckinghamshire,HACK,BSO,0,2017,51.813707,-0.809471
15-Feb-17,Alhambra,California,DISC,EDU,0,2017,34.081478,-118.149994
8-Feb-17,Seattle,Washington,DISC,BSO,0,2017,47.60621,-122.332071
9-Feb-17,Stockton,California,DISC,GOV,0,2017,37.957702,-121.29078
13-Feb-17,Chatsworth,California,HACK,BSO,0,2017,34.240234,-118.601831
14-Feb-17,San Diego,California,HACK,BSO,0,2017,32.706554,-117.151682
15-Feb-17,Alameda,California,HACK,BSO,0,2017,33.18652,-87.510699
2-Feb-17,Zanesville,Ohio,PORT,MED,"1,586",2017,39.940345,-82.013192
17-Feb-17,Big Bear Lake,California,HACK,BSF,7,2017,34.243896,-116.911422
20-Feb-17,Long Beach,California,HACK,BSO,0,2017,33.832431,-118.213244
22-Feb-17,Warminster,Pennsylvania,HACK,BSO,0,2017,40.21315,-75.083485
23-Feb-17,Tucson,Arizona,PHYS,MED,"2,953",2017,32.254796,-110.947577
23-Feb-17,Phoenix,Arizona,INSD,MED,600,2017,33.481882,-112.07931
17-Feb-17,New York,New York,DISC,MED,703,2017,40.703323,-74.008896
23-Feb-17,South Burlington ,Vermont,HACK,BSO,0,2017,44.439629,-73.149878
24-Feb-17,Columbus,Ohio,HACK,BSO,0,2017,40.028068,-82.995225
24-Feb-17,Columbus ,Ohio,HACK,BSO,0,2017,40.039977,-82.906337
27-Feb-17,Los Angeles,California,HACK,BSO,"2,000,000",2017,34.052234,-118.243685
27-Feb-17,Seattle,Washington,DISC,BSO,"36,000",2017,47.60621,-122.332071
1-Mar-17,Farmington Hills,Michigan,HACK,BSO,"2,400",2017,42.498994,-83.367717
2-Mar-17,Los Angeles,California,HACK,BSO,"950,000",2017,34.042059,-118.262529
24-Feb-17,Honolulu,Hawaii,HACK,BSO,0,2017,21.316888,-157.870834
2-Mar-17,Atlanta,Georgia,HACK,BSO,0,2017,40.259485,-89.233424
27-Feb-17,Laguna Hills,California,PORT,BSF,0,2017,33.626344,-117.728859
1-Mar-17,Wilson,Wyoming,HACK,BSO,0,2017,35.721269,-77.91554
1-Mar-17,San Francisco,California,HACK,BSF,0,2017,37.755626,-122.418512
27-Feb-17,Berkeley,California,INSD,MED,"7,445",2017,37.871899,-122.25854
6-Mar-17,Riverside,California,HACK,MED,"14,005",2017,33.979709,-117.381107
28-Feb-17,Raleigh,North Carolina,DISC,MED,"12,731",2017,35.771609,-78.663789
27-Feb-17,Nashville,Tennessee,INSD,MED,0,2017,36.162664,-86.781602
3-Mar-17,Kennesaw,Georgia,UNKN,EDU,"7,500,000",2017,34.023434,-84.61549
3-Mar-17,San Diego,California,PORT,MED,750,2017,32.715738,-117.161084
2-Mar-17,Santa Cruz,California,PORT,EDU,0,2017,36.974117,-122.030796
2-Mar-17,Santa Ana,California,DISC,MED,0,2017,33.754234,-117.8329
3-Mar-17,Fremont,California,HACK,BSF,0,2017,37.559308,-121.956477
7-Mar-17,San Jose,California,HACK,BSO,0,2017,37.338208,-121.886329
8-Mar-17,Carlsbad,California,HACK,BSO,0,2017,33.131999,-117.233742
15-Mar-17,New York,New York,DISC,BSO,"33,500,000",2017,40.712784,-74.005941
15-Mar-17,San Francisco,California,HACK,BSO,0,2017,37.77493,-122.419416
8-Mar-17,Portland,Oregon,DISC,BSO,"1,370,000,000",2017,45.520842,-122.680344
28-Feb-17,Atlanta,Georgia,HACK,MED,"80,000",2017,33.748995,-84.387982
24-Feb-17,San Francisco,California,DISC,BSO,"4,300,000",2017,37.780223,-122.390587
15-Mar-17,Santa Monica,California,HACK,BSO,0,2017,34.014684,-118.496812
16-Mar-17,Richmond,Virginia,HACK,MED,0,2017,37.540725,-77.436048
16-Mar-17,Denton,Texas,PORT,MED,0,2017,33.214841,-97.133068
16-Mar-17,St. Louis,Missouri,DISC,MED,644,2017,38.627003,-90.199404
16-Mar-17,Rancho Mirage,California,HACK,MED,"3,929",2017,33.739744,-116.41279
16-Mar-17,Fort Wayne,Indiana,HACK,MED,0,2017,41.079273,-85.139351
10-Mar-17,San Diego,California,HACK,BSF,0,2017,32.771388,-117.156994
13-Mar-17,Santa Barbara,California,HACK,BSF,0,2017,34.420831,-119.69819
14-Mar-17,Carlsbad,California,HACK,BSO,0,2017,33.131928,-117.248542
16-Mar-17,Alexandria,Virginia,HACK,BSO,0,2017,38.804836,-77.046921
16-Mar-17,Cleveland,Ohio,HACK,BSO,0,2017,41.49932,-81.694361
16-Mar-17,Portsmouth,Virginia,HACK,BSO,0,2017,36.835028,-76.298232
17-Mar-17,Charlotte,North Carolina,HACK,BSO,0,2017,35.236388,-80.974919
17-Mar-17,Calverton,New York,HACK,BSO,0,2017,40.914264,-72.746786
18-Mar-17,Roseville,California,HACK,BSF,0,2017,38.746302,-121.230069
21-Mar-17,Bellevue,Washington,HACK,BSO,0,2017,47.625867,-122.1902
22-Mar-17,Olympia,Washington,DISC,BSO,0,2017,47.043691,-122.858357
27-Mar-17,Topeka,Kansas,HACK,BSO,"2,100,000",2017,39.040138,-95.682406
27-Mar-17,Louisville,Kentucky,PHYS,MED,"160,000",2017,38.252665,-85.758456
23-Mar-17,Wauwatosa,Wisconsin,HACK,MED,"17,634",2017,43.049457,-88.007588
21-Mar-17,San Francisco,California,HACK,BSO,0,2017,37.800482,-122.402922
21-Mar-17,New York,New York,HACK,BSO,0,2017,40.727752,-74.007695
21-Mar-17,Fairfiel ,California,HACK,BSO,0,2017,41.140836,-73.261262
21-Mar-17,Memphis,Tennessee,HACK,BSO,0,2017,35.149534,-90.04898
22-Mar-17,Austin,Texas,HACK,MED,0,2017,30.267153,-97.743061
24-Mar-17,Manchester,New Hampshire,HACK,BSO,0,2017,42.989674,-71.46793
27-Mar-17,Los Angeles,California,HACK,BSO,0,2017,34.047384,-118.464011
27-Mar-17,Mill Valley,California,HACK,BSO,0,2017,37.881013,-122.518639
29-Mar-17,,Cheshire,HACK,BSO,0,2017,53.438197,-2.165726
29-Mar-17,King Prussia,Pennsylvania,HACK,BSO,0,2017,40.103129,-75.406772
29-Mar-17,Las Vegas,Nevada,HACK,BSO,0,2017,36.114707,-115.17285
23-Mar-17,York,Pennsylvania,DISC,MED,732,2017,39.923303,-76.716879
7-Apr-17,Washington,District Of Columbia,HACK,GOV,"100,000",2017,47.751074,-120.740139
4-Apr-17,Redwood City,California,HACK,BSO,0,2017,37.485215,-122.236355
6-Apr-17,Sacramento,California,HACK,BSF,0,2017,38.492536,-121.522269
10-Apr-17,Sab Pedro,California,HACK,BSO,0,2017,33.7376,-118.289892
10-Apr-17,Salina,California,HACK,BSO,0,2017,38.840281,-97.611424
13-Apr-17,Saint Cloud ,Minnesota,HACK,BSO,0,2017,45.566318,-94.245355
13-Apr-17,Walnut Creek,California,HACK,BSF,0,2017,37.910046,-122.059782
14-Apr-17,Virginia Beach,Virginia,HACK,BSO,0,2017,36.840605,-76.132195
14-Apr-17,Daly City,California,HACK,BSO,0,2017,37.687924,-122.470208
14-Apr-17,Alpharetta,Georgia,HACK,BSO,0,2017,34.075376,-84.29409
14-Apr-17,Dallas,Texas,HACK,BSO,0,2017,32.780732,-96.797295
14-Apr-17,Vallejo,California,HACK,BSO,0,2017,38.104086,-122.256637
20-Apr-17,Manhattan,New York,HACK,BSO,"15,000",2017,40.78306,-73.971249
12-Apr-17,Oakland,California,HACK,BSO,"1,300,000",2017,37.810299,-122.265998
17-Apr-17,Los Angeles,California,HACK,BSF,0,2017,34.061473,-118.320684
17-Apr-17,Lenexa,Kansas,HACK,BSO,0,2017,38.933861,-94.769604
19-Apr-17,San Diego,California,HACK,BSO,0,2017,32.715738,-117.161084
20-Apr-17,Campbell,California,HACK,EDU,0,2017,37.287165,-121.949957
24-Apr-17,Los Angeles,California,DISC,GOV,0,2017,34.051933,-118.24572
26-Apr-17,Denver,Colorado,HACK,BSO,0,2017,39.739236,-104.990251
29-Apr-17,Los Angeles,California,HACK,BSO,0,2014,34.099357,-118.331384
24-Apr-17,Uniondale ,New York,HACK,BSO,0,2017,40.720249,-73.58347
28-Apr-17,Needham,Massachusetts,HACK,BSO,0,2017,42.303954,-71.21848
2-May-17,Southlake,Texas,HACK,BSO,0,2017,32.941236,-97.134178
2-May-17,St. Louis,Missouri,HACK,BSO,0,2017,38.658589,-90.40536
4-May-17,Harrisburg,Pennsylvania,HACK,MED,0,2017,40.273191,-76.886701
